UID No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),NOx EI T/O (g/kg),NOx EI C/O (g/kg),NOx EI App (g/kg),NOx EI Idle (g/kg),CO EI T/O (g/kg),CO EI C/O (g/kg),CO EI App (g/kg),CO EI Idle (g/kg),HC EI T/O (g/kg),HC EI C/O (g/kg),HC EI App (g/kg),HC EI Idle (g/kg),SN T/O,SN C/O,SN App,SN Idle,SN Max,Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),Humidity Min (kg/kg),Humidity Max (kg/kg)
01P02GE188,General Electric Company,CF6-80C2B6F,LEC,TF,5.1,31.72,267.03,2.594,2.104,0.682,0.203,27.38,21.05,12.63,4.81,0.05,0.04,1.93,18.42,0.05,0.05,0.11,1.43,6.9,5.3,0.0,0.0,6.9,97.61,98.15,279.0,293.0,0.00457,0.00743
07P27GE218,General Electric Company,CF6-80C2B1F,LEC,TF,5.11215,31.0386499727817,254.2602552,2.3974905224281535,1.9531710680298646,0.6394412642541573,0.19008692856113277,24.30562701958578,18.579622019747777,11.23820577904934,3.967831332026556,0.15031430706429064,0.13386512351730348,2.2127696071688843,20.857042029822143,0.04817173855776343,0.04857116372666851,0.10031170344236769,1.996704073218515,2.8687622307917393,2.411155115333338,0.4692307188746198,0.45489765714359587,2.951467662743419,97.62,98.65,285.3,290.6,0.0023,0.0036
07P27GE219,General Electric Company,CF6-80C2B5F/B6F/B7F,LEC,TF,4.97968,32.6879422972237,267.027091422,2.5690494406191444,2.0741795764248616,0.6714939032073051,0.19591181750646877,26.605703451588212,19.964624037761254,11.390754067334157,4.081585152360902,0.1634380680122616,0.13114399164237264,2.0182541631324984,19.323546942086228,0.044465500721025196,0.04915918031840525,0.09861835213910708,1.726941845839763,2.4564183412286282,2.6910426533061433,0.47259600125416895,0.4522165408875403,3.0089666666666663,97.62,98.65,285.3,290.6,0.0023,0.0036
7GE097,General Electric Company,GE90-110B1,DAC,TF,7.34,39.73,492.6,4.32,3.47,1.08,0.37,44.44,33.85,15.78,5.11,0.07,0.07,2.29,40.59,0.03,0.03,0.06,4.55,3.58,2.25,1.42,0.96,3.58,97.058,97.865,290.72,294.22,0.00514,0.00761
7GE098,General Electric Company,GE90-113B,DAC,TF,7.17,41.21,504.9,4.53,3.58,1.11,0.38,47.74,35.08,16.2,5.16,0.08,0.07,2.11,39.72,0.03,0.03,0.06,4.37,3.88,2.39,1.44,0.9,3.88,97.058,97.865,290.72,294.22,0.00514,0.00761
7GE099,General Electric Company,GE90-115B,DAC,TF,7.08,42.24,513.9,4.69,3.67,1.13,0.38,50.34,35.98,16.5,5.19,0.08,0.07,1.98,39.11,0.04,0.03,0.06,4.24,4.1,2.5,1.45,0.87,4.1,97.058,97.865,290.72,294.22,0.00514,0.00761
21GE182,General Electric Company,GE90-110B1,DAC,TF,7.3,40.36,492.6,4.226,3.375,1.029,0.334,45.247,34.387,15.53,5.421,0.128,0.143,2.499,35.724,0.029,0.024,0.053,3.865,2.96,2.16,1.55,1.37,2.96,97.06,98.32,290.7,298.7,0.0051,0.0094
21GE183,General Electric Company,GE90-113B,DAC,TF,7.2,41.81,504.9,4.43,3.484,1.054,0.338,48.351,35.53,15.9,5.475,0.126,0.14,2.295,35.036,0.031,0.024,0.05,3.726,3.2,2.2,1.58,1.36,3.2,97.06,98.32,290.7,298.7,0.0051,0.0094
21GE184,General Electric Company,GE90-115B,DAC,TF,7.1,42.94,513.9,4.6,3.566,1.073,0.341,51.068,36.44,16.166,5.511,0.125,0.137,2.16,34.578,0.032,0.024,0.048,3.636,3.38,2.23,1.6,1.34,3.38,97.06,98.32,290.7,298.7,0.0051,0.0094
01P21GE216,General Electric Company,GE90-110B1,DAC,TF,7.3,40.36,492.6,4.226,3.375,1.029,0.334,45.247,34.387,15.53,5.421,0.128,0.143,2.499,35.724,0.029,0.024,0.053,3.865,2.96,2.16,1.55,1.37,2.96,97.06,98.32,290.7,298.7,0.0051,0.0094
01P21GE217,General Electric Company,GE90-115B,DAC,TF,7.1,42.94,513.9,4.6,3.566,1.073,0.341,51.068,36.44,16.166,5.511,0.125,0.137,2.16,34.578,0.032,0.024,0.048,3.636,3.38,2.23,1.6,1.34,3.38,97.06,98.32,290.7,298.7,0.0051,0.0094
07P27GE239,General Electric Company,GE90-110B1,DAC,TF,7.23,40.6144529123571,492.685120562398,4.221312012450622,3.3699433210460055,1.0244269861573525,0.3318284128582502,44.92979034652243,32.570597262387366,15.40178927700301,5.022063782791675,0.04719552791877124,0.4974747589697986,2.942066408737585,44.12174505138381,0.026480103696512075,0.0325778882313611,0.04497066348728964,6.317091073057543,0.6917422888828434,0.6991176247460907,0.38409725211021134,0.48537038060960164,1.2850333333333335,97.49,97.91,278.6,293.0,0.0035,0.0038
07P27GE240,General Electric Company,GE90-115B,DAC,TF,6.9648,43.2267283614589,513.947623959728,4.594140184400638,3.5615863252825637,1.068690094236447,0.3393126958639383,50.35070773126543,34.92078485207531,15.98677866283314,5.115440926374784,0.12226826709460037,0.38977923321027635,2.4518421953247125,42.431141117493574,0.03805346755470496,0.028860282056889466,0.028744291576655947,5.880296194083788,0.7312431670559927,0.71521114686387,0.4140270706497164,0.4454444582559572,1.2850333333333335,97.49,97.91,278.6,293.0,0.0035,0.0038
2GE052,General Electric Company,GE90-76B,DAC I,TF,8.5,35.3,360.62,2.83,2.33,0.78,0.3,44.86,35.39,12.68,5.88,0.09,0.13,5.8,40.35,0.07,0.06,0.67,3.42,0.0,0.0,0.0,9.9,10.22,97.38,98.59,274.0,299.0,0.001,0.00726
3GE062,General Electric Company,GE90-76B,DAC II,TF,8.6,35.1,360.62,2.824,2.311,0.781,0.28,40.11,31.59,15.55,5.43,0.15,0.17,1.32,15.41,0.04,0.04,0.07,0.57,2.0,1.8,1.8,1.8,,97.52,98.62,283.0,301.0,0.0036,0.0151
5GE086,General Electric Company,GE90-76B,,TF,8.53,34.88,360.6,2.781,2.28,0.763,0.267,40.41,31.77,15.09,5.64,0.12,0.15,1.58,15.66,0.04,0.03,0.06,0.52,2.8,1.8,2.9,2.5,2.9,97.3,98.2,279.1,281.6,0.0022,0.0064
6GE087,General Electric Company,GE90-76B,DAC II,TF,8.53,34.88,360.6,2.781,2.28,0.763,0.267,40.41,31.77,15.09,5.64,0.12,0.15,1.58,15.66,0.04,0.03,0.06,0.52,2.8,1.8,2.9,2.5,2.9,97.3,98.2,279.1,281.6,0.0022,0.0064
9GE120,General Electric Company,GE90-76B,PEC,TF,8.6,35.45,354.32,2.981,2.435,0.82,0.292,42.68,33.82,14.43,5.01,0.32,0.33,2.27,34.99,0.04,0.03,0.06,3.37,0.89,0.82,1.39,1.59,1.59,98.41,98.66,277.2,281.3,0.0015,0.0043
9GE124,General Electric Company,GE90-76B,PEC,TF,8.53,35.5,363.22,2.796,2.281,0.738,0.258,40.25,32.43,13.76,5.1,0.31,0.32,2.77,34.12,0.03,0.03,0.07,3.21,0.94,0.82,1.4,1.56,1.56,98.41,98.66,277.2,281.3,0.0015,0.0043
3GE059,General Electric Company,GE90-77B,DAC I,TF,8.6,35.2,363.42,2.84,2.32,0.77,0.3,45.53,35.68,12.46,5.73,0.09,0.13,6.39,43.32,0.07,0.06,0.8,3.83,0.0,0.0,0.0,9.8,10.2,97.38,98.59,274.0,299.0,0.001,0.0073
3GE063,General Electric Company,GE90-77B,DAC II,TF,8.58,35.3,363.42,2.832,2.332,0.787,0.281,40.65,31.89,15.64,5.45,0.15,0.17,1.3,15.26,0.04,0.04,0.07,0.56,1.9,1.8,1.8,1.8,,97.52,98.62,283.0,301.0,0.0036,0.0151
6GE088,General Electric Company,GE90-77B,DAC II,TF,8.52,35.1,363.4,2.806,2.301,0.768,0.269,40.91,32.09,15.19,5.66,0.12,0.15,1.55,15.52,0.04,0.03,0.06,0.52,2.9,1.8,2.9,2.5,2.9,97.3,98.2,279.1,281.6,0.0022,0.0064
9GE121,General Electric Company,GE90-77B,PEC,TF,8.58,35.68,357.07,2.992,2.443,0.821,0.292,43.15,34.16,14.52,5.03,0.32,0.33,2.23,34.77,0.04,0.03,0.06,3.34,0.94,0.82,1.4,1.55,1.55,98.41,98.66,277.2,281.3,0.0015,0.0043
9GE125,General Electric Company,GE90-77B,PEC,TF,8.52,35.8,366.75,2.83,2.309,0.745,0.26,40.83,32.78,13.87,5.12,0.31,0.32,2.71,33.81,0.03,0.03,0.07,3.16,1.02,0.82,1.41,1.51,1.51,98.41,98.66,277.2,281.3,0.0015,0.0043
2GE053,General Electric Company,GE90-85B,DAC I,TF,8.4,38.1,395.31,3.19,2.6,0.85,0.3,52.01,40.27,10.3,6.01,0.08,0.12,25.35,37.83,0.08,0.07,1.52,3.05,0.0,0.0,0.0,9.6,9.8,97.38,98.59,274.0,299.0,0.001,0.00726
3GE064,General Electric Company,GE90-85B,DAC II,TF,8.44,38.0,395.31,3.169,2.583,0.852,0.292,47.28,35.7,16.73,5.69,0.15,0.16,1.1,13.67,0.04,0.04,0.07,0.45,1.8,1.8,1.8,1.8,,97.52,98.62,283.0,301.0,0.0036,0.0151
6GE089,General Electric Company,GE90-85B,DAC II,TF,8.41,37.7,395.3,3.115,2.55,0.832,0.282,47.25,36.17,16.24,5.86,0.12,0.13,1.3,14.1,0.04,0.03,0.05,0.46,3.3,2.4,3.0,2.5,3.3,97.3,98.2,279.1,281.6,0.0022,0.0064
9GE122,General Electric Company,GE90-85B,PEC,TF,8.44,38.37,388.4,3.182,2.591,0.851,0.292,46.77,38.49,15.56,5.25,0.32,0.32,1.79,32.26,0.04,0.03,0.06,2.96,1.68,0.75,1.35,1.2,1.68,98.41,98.66,277.2,281.3,0.0015,0.0043
9GE126,General Electric Company,GE90-85B,PEC,TF,8.41,38.16,397.21,3.131,2.553,0.804,0.271,45.54,36.35,14.77,5.33,0.3,0.31,2.16,31.34,0.04,0.03,0.06,2.8,1.73,0.74,1.33,1.19,1.73,98.41,98.66,277.2,281.3,0.0015,0.0043
3GE060,General Electric Company,GE90-90B,DAC I,TF,8.4,39.7,418.13,3.419,2.756,0.884,0.313,57.34,43.92,10.62,6.11,0.08,0.11,23.48,35.79,0.08,0.07,1.34,2.77,0.0,0.0,0.0,9.4,9.5,97.38,98.59,274.0,299.0,0.001,0.0073
3GE065,General Electric Company,GE90-90B,DAC II,TF,8.36,39.8,418.13,3.414,2.772,0.899,0.3,53.21,39.13,17.47,5.86,0.15,0.15,0.98,12.7,0.04,0.04,0.07,0.39,2.0,1.8,1.8,1.8,,97.52,98.62,283.0,301.0,0.0036,0.0151
6GE090,General Electric Company,GE90-90B,DAC II,TF,8.36,39.38,418.1,3.348,2.733,0.878,0.291,52.48,39.5,16.94,6.0,0.12,0.13,1.16,13.21,0.04,0.04,0.05,0.43,3.6,2.7,3.2,2.5,3.6,97.3,98.2,279.1,281.6,0.0022,0.0064
9GE123,General Electric Company,GE90-90B,PEC,TF,8.36,40.32,410.82,3.436,2.784,0.899,0.3,53.58,41.82,16.24,5.41,0.33,0.32,1.54,30.5,0.05,0.04,0.05,2.71,2.38,0.81,1.01,0.96,2.38,98.41,98.66,277.2,281.3,0.0015,0.0043
9GE127,General Electric Company,GE90-90B,PEC,TF,8.36,39.85,419.25,3.38,2.735,0.852,0.28,49.21,39.07,15.44,5.48,0.3,0.31,1.88,29.89,0.04,0.03,0.06,2.59,2.42,0.82,1.0,0.95,2.42,98.41,98.66,277.2,281.3,0.0015,0.0043
3GE061,General Electric Company,GE90-92B,DAC I,TF,8.4,40.4,426.72,3.523,2.83,0.902,0.316,59.56,45.41,10.89,6.17,0.08,0.1,21.87,34.7,0.09,0.07,1.17,2.64,0.0,0.0,0.0,9.3,9.5,97.38,98.59,274.0,299.0,0.001,0.0073
3GE066,General Electric Company,GE90-92B,DAC II,TF,8.33,40.6,426.72,3.515,2.844,0.917,0.304,55.9,40.51,17.74,5.92,0.15,0.15,0.94,12.35,0.04,0.04,0.07,0.37,2.1,1.8,1.8,1.8,,97.52,98.62,283.0,301.0,0.0036,0.0151
6GE091,General Electric Company,GE90-94B,DAC II,TF,8.33,40.53,432.8,3.514,2.848,0.908,0.296,56.41,41.74,17.38,6.09,0.12,0.12,1.07,12.69,0.04,0.04,0.05,0.41,3.7,2.9,3.2,2.5,3.7,97.3,98.2,279.1,281.6,0.0022,0.0064
8GE100,General Electric Company,GE90-94B,DAC II,TF,8.33,40.53,432.8,3.514,2.848,0.908,0.296,56.41,41.74,17.38,6.09,0.12,0.12,1.07,12.69,0.04,0.04,0.05,0.41,3.7,2.9,3.2,2.5,3.7,97.3,98.2,279.1,281.6,0.0022,0.0064
9GE128,General Electric Company,GE90-94B,PEC,TF,8.33,40.82,430.92,3.513,2.831,0.876,0.284,51.33,40.63,15.81,5.55,0.3,0.31,1.74,29.23,0.04,0.03,0.06,2.49,3.04,1.01,0.95,0.81,3.04,98.41,98.66,277.2,281.3,0.0015,0.0043
11GE134,General Electric Company,GEnx-1B54,TAPS,TF,9.4,35.2,255.3,1.878,1.553,0.523,0.184,14.96,9.18,8.07,3.98,0.36,1.55,4.18,26.1,0.02,0.02,0.08,1.34,0.0,0.0,5.54,0.05,1.4,97.4,98.6,280.5,299.0,0.00345,0.00716
11GE135,General Electric Company,GEnx-1B58,TAPS,TF,9.2,37.2,271.3,2.019,1.667,0.554,0.19,18.04,11.02,8.41,4.08,0.25,0.87,3.69,24.31,0.02,0.02,0.07,1.11,0.0,0.0,5.54,0.05,2.3,97.4,98.6,280.5,299.0,0.00345,0.00716
11GE136,General Electric Company,GEnx-1B64,TAPS,TF,9.0,40.6,298.0,2.265,1.861,0.604,0.199,24.82,14.61,9.03,4.24,0.18,0.38,2.99,21.62,0.02,0.02,0.06,0.81,0.0,0.0,5.54,0.05,4.0,97.4,98.6,280.5,299.0,0.00345,0.00716
11GE137,General Electric Company,GEnx-1B67,TAPS,TF,8.9,41.9,308.7,2.368,1.94,0.625,0.203,28.56,16.26,9.29,4.3,0.17,0.3,2.76,20.7,0.02,0.02,0.06,0.72,0.0,0.0,5.54,0.05,4.8,97.4,98.6,280.5,299.0,0.00345,0.00716
11GE138,General Electric Company,GEnx-1B70,TAPS,TF,8.8,43.5,321.6,2.494,2.037,0.65,0.208,34.06,18.48,9.63,4.37,0.17,0.24,2.49,19.68,0.02,0.02,0.06,0.63,0.0,0.0,5.54,0.05,5.6,97.4,98.6,280.5,299.0,0.00345,0.00716
11GE139,General Electric Company,GEnx-2B67,TAPS,TF,8.0,42.4,299.8,2.451,2.012,0.701,0.216,31.2,17.94,9.58,4.43,0.17,0.28,2.53,18.95,0.02,0.02,0.06,0.57,0.0,0.0,5.54,0.05,5.54,97.4,98.6,280.5,299.0,0.00345,0.00716
12GE148,General Electric Company,GEnx-1B54/P1,TAPS,TF,9.4,35.1,255.3,1.893,1.569,0.536,0.195,15.72,9.71,8.13,4.11,0.34,1.43,4.09,23.61,0.02,0.02,0.08,1.02,0.0,0.0,1.7,0.01,7.6,97.4,98.6,280.5,299.0,0.00345,0.00716
12GE149,General Electric Company,GEnx-1B58/P1,TAPS,TF,9.2,37.1,271.3,2.033,1.683,0.567,0.2,18.86,11.67,8.48,4.22,0.24,0.8,3.6,21.97,0.02,0.02,0.07,0.84,0.0,0.0,2.6,0.0,7.6,97.4,98.6,280.5,299.0,0.00345,0.00716
12GE150,General Electric Company,GEnx-1B64/P1,TAPS,TF,9.0,40.5,298.0,2.278,1.876,0.618,0.21,25.74,15.36,9.11,4.37,0.18,0.36,2.91,19.73,0.02,0.02,0.06,0.64,0.0,0.0,4.3,0.04,7.6,97.4,98.6,280.5,299.0,0.00345,0.00716
12GE151,General Electric Company,GEnx-1B67/P1,TAPS,TF,8.9,41.9,308.7,2.38,1.954,0.639,0.214,29.34,17.04,9.39,4.43,0.18,0.29,2.68,18.94,0.02,0.02,0.06,0.58,0.0,0.0,5.0,0.1,7.6,97.4,98.6,280.5,299.0,0.00345,0.00716
12GE152,General Electric Company,GEnx-1B70/P1,TAPS,TF,8.8,43.5,321.6,2.505,2.051,0.664,0.219,34.61,19.3,9.73,4.5,0.17,0.235,2.42,18.05,0.02,0.02,0.055,0.52,0.0,0.0,5.8,0.1,7.6,97.4,98.6,280.5,299.0,0.00345,0.00716
12GE153,General Electric Company,GEnx-1B70/72/P1,TAPS,TF,8.8,43.5,321.6,2.505,2.051,0.664,0.219,34.61,19.3,9.73,4.5,0.17,0.235,2.42,18.05,0.02,0.02,0.055,0.52,0.0,0.0,5.8,0.1,7.6,97.4,98.6,280.5,299.0,0.00345,0.00716
12GE154,General Electric Company,GEnx-1B70/75/P1,TAPS,TF,8.8,43.5,321.6,2.505,2.051,0.664,0.219,34.61,19.3,9.73,4.5,0.17,0.235,2.42,18.05,0.02,0.02,0.055,0.52,0.0,0.0,5.8,0.1,7.6,97.4,98.6,280.5,299.0,0.00345,0.00716
12GE155,General Electric Company,GEnx-1B74/75/P1,TAPS,TF,8.8,46.0,341.2,2.709,2.202,0.703,0.226,44.96,23.36,10.3,4.61,0.17,0.19,2.09,16.86,0.03,0.02,0.05,0.44,0.0,0.0,6.7,0.08,7.6,97.4,98.6,280.5,299.0,0.00345,0.00716
12GE156,General Electric Company,GEnx-1B75/P1,TAPS,TF,8.8,46.5,345.2,2.753,2.234,0.711,0.227,47.53,24.34,10.42,4.64,0.17,0.19,2.03,16.63,0.03,0.02,0.05,0.43,0.0,0.0,6.8,0.08,7.6,97.4,98.6,280.5,299.0,0.00345,0.00716
13GE167,General Electric Company,GEnx-1B54/P2,TAPS,TF,9.39,35.5,255.3,1.88,1.554,0.527,0.203,17.22,11.54,9.27,4.66,0.32,1.73,2.81,16.39,0.02,0.02,0.06,0.58,0.0,0.0,0.07,0.1,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
13GE166,General Electric Company,GEnx-1B58/P2,TAPS,TF,9.24,37.5,271.3,2.023,1.668,0.558,0.203,20.43,13.27,9.67,4.66,0.18,0.93,2.52,16.39,0.02,0.02,0.05,0.58,0.0,0.0,0.14,0.1,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
13GE165,General Electric Company,GEnx-1B64/P2,TAPS,TF,9.01,40.9,298.0,2.273,1.863,0.609,0.204,27.12,16.85,10.39,4.69,0.09,0.34,2.11,16.13,0.02,0.02,0.05,0.56,0.0,0.0,0.32,0.1,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
13GE164,General Electric Company,GEnx-1B67/P2,TAPS,TF,8.92,42.2,308.7,2.376,1.943,0.629,0.209,30.32,18.57,10.67,4.76,0.08,0.24,1.97,15.49,0.02,0.02,0.05,0.5,0.0,0.0,0.4,0.1,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
13GE163,General Electric Company,GEnx-1B70/72/P2,TAPS,TF,8.81,43.9,321.6,2.504,2.042,0.654,0.213,34.77,20.87,11.02,4.85,0.06,0.17,1.82,14.78,0.02,0.02,0.05,0.44,0.0,0.0,0.52,0.11,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
13GE162,General Electric Company,GEnx-1B70/75/P2,TAPS,TF,8.81,43.9,321.6,2.504,2.042,0.654,0.213,34.77,20.87,11.02,4.85,0.06,0.17,1.82,14.78,0.02,0.02,0.05,0.44,0.0,0.0,0.52,0.11,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
13GE161,General Electric Company,GEnx-1B70/P2,TAPS,TF,8.81,43.9,321.6,2.504,2.042,0.654,0.213,34.77,20.87,11.02,4.85,0.06,0.17,1.82,14.78,0.02,0.02,0.05,0.44,0.0,0.0,0.52,0.11,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
13GE160,General Electric Company,GEnx-1B74/75/P2,TAPS,TF,8.65,46.4,341.2,2.704,2.196,0.693,0.221,42.71,24.9,11.56,4.99,0.05,0.11,1.61,13.8,0.02,0.02,0.04,0.38,0.0,0.0,0.72,0.12,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
13GE159,General Electric Company,GEnx-1B75/P2,TAPS,TF,8.62,47.0,345.2,2.746,2.229,0.701,0.222,44.61,25.83,11.67,5.01,0.05,0.1,1.57,13.62,0.03,0.02,0.04,0.37,0.0,0.0,0.76,0.12,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
16GE168,General Electric Company,GEnx-1B76/P2,TAPS,TF,8.59,47.5,349.2,2.79,2.262,0.709,0.223,46.9,26.78,11.78,5.04,0.05,0.09,1.53,13.44,0.03,0.02,0.04,0.36,0.2,0.16,0.43,0.07,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
16GE169,General Electric Company,GEnx-1B76A/P2,TAPS,TF,8.59,47.5,349.2,2.79,2.262,0.709,0.223,46.9,26.78,11.78,5.04,0.05,0.09,1.53,13.44,0.03,0.02,0.04,0.36,0.2,0.16,0.43,0.07,0.58,98.1,98.5,295.1,298.8,0.01189,0.01439
13GE157,General Electric Company,GEnx-2B67B,TAPS,TF,8.0,42.4,299.8,2.451,2.012,0.701,0.216,31.2,17.94,9.58,4.43,0.17,0.28,2.53,18.95,0.02,0.02,0.06,0.57,0.0,0.0,5.54,0.05,5.54,97.4,98.6,280.5,299.0,0.00345,0.00716
