UID No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),NOx EI T/O (g/kg),NOx EI C/O (g/kg),NOx EI App (g/kg),NOx EI Idle (g/kg),CO EI T/O (g/kg),CO EI C/O (g/kg),CO EI App (g/kg),CO EI Idle (g/kg),HC EI T/O (g/kg),HC EI C/O (g/kg),HC EI App (g/kg),HC EI Idle (g/kg),SN T/O,SN C/O,SN App,SN Idle,SN Max,Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),Humidity Min (kg/kg),Humidity Max (kg/kg)
01P22PW163,Pratt & Whitney,PW1127G-JM,"TALON X, Block-D",TF,12.280546,31.65753116,120.435034,0.8,0.67,0.232,0.08,20.81434695,16.95353002,10.59309856,5.202977426,0.268427538,0.36213155,4.885424784,24.52629115,0.069823778,0.066930684,0.058196726,0.458117241,6.794761587,4.546700787,0.273869742,0.753018527,6.794761587,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW164,Pratt & Whitney,PW1129G-JM,"TALON X, Block-D",TF,12.00300026,34.02452385,130.0876296,0.88,0.73,0.2545,0.0795,23.364167,18.60638418,10.68774213,5.375936765,0.245419535,0.309816803,4.065989955,23.45574887,0.071239827,0.06830451,0.058175093,0.419600655,7.746948142,5.615544783,0.268390243,0.732584096,7.746948142,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW165,Pratt & Whitney,PW1130G-JM,"TALON X, Block-D",TF,11.58143,38.06983128,147.2799253,1.023,0.839,0.278,0.099,28.88313842,22.00659797,10.78651673,5.739519834,0.240131734,0.255178353,2.873091117,21.5481913,0.073550627,0.07052366,0.060597536,0.355151378,8.652961024,7.29452739,0.280761821,0.697223647,8.652961024,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW166,Pratt & Whitney,PW1133GA-JM,"TALON X, Block-D",TF,11.58143,38.06983128,147.2799253,1.023,0.839,0.278,0.099,28.88313842,22.00659797,10.78651673,5.739519834,0.240131734,0.255178353,2.873091117,21.5481913,0.073550627,0.07052366,0.060597536,0.355151378,8.652961024,7.29452739,0.280761821,0.697223647,8.652961024,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW167,Pratt & Whitney,PW1133G-JM,"TALON X, Block-D",TF,11.58143,38.06983128,147.2799253,1.023,0.839,0.278,0.099,28.88313842,22.00659797,10.78651673,5.739519834,0.240131734,0.255178353,2.873091117,21.5481913,0.073550627,0.07052366,0.060597536,0.355151378,8.652961024,7.29452739,0.280761821,0.697223647,8.652961024,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW168,Pratt & Whitney,PW1215G,"TALON X, Block-C",TF,8.6,29.36,67.66,0.551,0.461,0.166,0.065,20,15.8,8.3,4.8,0.4,0.4,3,16,0.03,0.02,0.02,0.02,3,1.8,0.4,0.4,3,101.15,102.25,276.5,293.2,0.00108,0.00576
01P22PW169,Pratt & Whitney,PW1217G,"TALON X, Block-C",TF,8.33,32.65,75.72,0.634,0.524,0.184,0.069,25.3,18.6,8.6,5.1,0.3,0.4,2.5,14.2,0.04,0.02,0.01,0.01,3.7,2.7,0.4,0.4,3.7,101.15,102.25,276.5,293.2,0.00108,0.00576
01P22PW170,Pratt & Whitney,PW1428GH-JM,"TALON X, Block-C",TF,12.11,33.32,132.38,0.87,0.72,0.25,0.09,20.31121246,16.37054342,9.17235869,4.964189058,0.215084602,0.26034067,4.723824712,26.6421928,0.062372129,0.042414355,0.023093225,0.358905965,14.4573277,12.36240752,0.486773634,1.081252103,14.459448,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW171,Pratt & Whitney,PW1428GA-JM,"TALON X, Block-C",TF,12.11,33.32,132.38,0.87,0.72,0.25,0.09,20.31121246,16.37054342,9.17235869,4.964189058,0.215084602,0.26034067,4.723824712,26.6421928,0.062372129,0.042414355,0.023093225,0.358905965,14.4573277,12.36240752,0.486773634,1.081252103,14.459448,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW172,Pratt & Whitney,PW1428G-JM,"TALON X, Block-C",TF,12.11,33.32,132.38,0.87,0.72,0.25,0.09,20.31121246,16.37054342,9.17235869,4.964189058,0.215084602,0.26034067,4.723824712,26.6421928,0.062372129,0.042414355,0.023093225,0.358905965,14.4573277,12.36240752,0.486773634,1.081252103,14.459448,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW173,Pratt & Whitney,PW1431GH-JM,"TALON X, Block-C",TF,11.88,35.59,140.43,0.95,0.78,0.27,0.09,22.59551472,18.00404625,9.284985158,5.139310877,0.216628334,0.229882857,4.031650479,25.22383806,0.017855742,0.044630276,0.023545643,0.30438141,14.90882634,13.30496563,0.510009062,1.036827143,14.9202688,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW174,Pratt & Whitney,PW1431GA-JM,"TALON X, Block-C",TF,11.88,35.59,140.43,0.95,0.78,0.27,0.09,22.59551472,18.00404625,9.284985158,5.139310877,0.216628334,0.229882857,4.031650479,25.22383806,0.017855742,0.044630276,0.023545643,0.30438141,14.90882634,13.30496563,0.510009062,1.036827143,14.9202688,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW175,Pratt & Whitney,PW1431G-JM,"TALON X, Block-C",TF,11.88,35.59,140.43,0.95,0.78,0.27,0.09,22.59551472,18.00404625,9.284985158,5.139310877,0.216628334,0.229882857,4.031650479,25.22383806,0.017855742,0.044630276,0.023545643,0.30438141,14.90882634,13.30496563,0.510009062,1.036827143,14.9202688,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW176,Pratt & Whitney,PW1428GH-JM,"TALON X, Block-D",TF,12.10196686,33.32,132.3829011,0.87,0.72,0.25,0.09,23.00687975,18.37327644,10.68972092,5.417903828,0.247523818,0.315878106,4.045548743,23.2141602,0.071058768,0.068124163,0.058193333,0.411139543,7.933533076,5.860711627,0.268393271,0.727786443,7.933533076,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW177,Pratt & Whitney,PW1428GA-JM,"TALON X, Block-D",TF,12.10196686,33.32,132.3829011,0.87,0.72,0.25,0.09,23.00687975,18.37327644,10.68972092,5.417903828,0.247523818,0.315878106,4.045548743,23.2141602,0.071058768,0.068124163,0.058193333,0.411139543,7.933533076,5.860711627,0.268393271,0.727786443,7.933533076,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW178,Pratt & Whitney,PW1428G-JM,"TALON X, Block-D",TF,12.10196686,33.32,132.3829011,0.87,0.72,0.25,0.09,23.00687975,18.37327644,10.68972092,5.417903828,0.247523818,0.315878106,4.045548743,23.2141602,0.071058768,0.068124163,0.058193333,0.411139543,7.933533076,5.860711627,0.268393271,0.727786443,7.933533076,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW179,Pratt & Whitney,PW1431GH-JM,"TALON X, Block-D",TF,11.86459923,35.59,140.4385926,0.95,0.78,0.27,0.09,25.8865782,20.22570922,10.75035015,5.621340794,0.237778278,0.27701792,3.334476036,22.12630483,0.072393924,0.069449534,0.059356924,0.374109225,8.438266482,6.676019874,0.272411766,0.711135364,8.438266482,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW180,Pratt & Whitney,PW1431GA-JM,"TALON X, Block-D",TF,11.86459923,35.59,140.4385926,0.95,0.78,0.27,0.09,25.8865782,20.22570922,10.75035015,5.621340794,0.237778278,0.27701792,3.334476036,22.12630483,0.072393924,0.069449534,0.059356924,0.374109225,8.438266482,6.676019874,0.272411766,0.711135364,8.438266482,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW181,Pratt & Whitney,PW1431G-JM,"TALON X, Block-D",TF,11.86459923,35.59,140.4385926,0.95,0.78,0.27,0.09,25.8865782,20.22570922,10.75035015,5.621340794,0.237778278,0.27701792,3.334476036,22.12630483,0.072393924,0.069449534,0.059356924,0.374109225,8.438266482,6.676019874,0.272411766,0.711135364,8.438266482,101.486,102.22,279.62,300.8,0.00358,0.01201
16PW110,Pratt & Whitney,PW1525G,TALON X,TF,11.05,38.67,108.53,0.79,0.65,0.23,0.08,28.1,21.2,11.1,6.1,0,0.1,1.6,13,0.1,0.1,0.1,0.1,3.4,2.8,2.4,2.5,3.8,99.22,101.35,259.5,282,0.00081,0.00317
16PW111,Pratt & Whitney,PW1524G,TALON X,TF,11.05,38.67,108.53,0.79,0.65,0.23,0.08,28.1,21.2,11.1,6.1,0,0.1,1.6,13,0.1,0.1,0.1,0.1,3.4,2.8,2.4,2.5,3.8,99.22,101.35,259.5,282,0.00081,0.00317
16PW112,Pratt & Whitney,PW1521G,TALON X,TF,11.37,35.11,97.72,0.69,0.58,0.21,0.07,23.2,18.5,10.9,5.6,0.1,0.1,2.1,14.6,0.1,0.1,0.1,0.1,3,2.57,2.5,2.52,3.6,99.22,101.35,259.5,282,0.00081,0.00317
16PW113,Pratt & Whitney,PW1519G,TALON X,TF,11.64,32.28,87.96,0.62,0.52,0.19,0.07,20.2,16.7,10.7,5.3,0.1,0,2.6,16,0.1,0.1,0.1,0.2,2.7,2.4,2.4,2.5,3.6,99.22,101.35,259.5,282,0.00081,0.00317
01P20PW182,Pratt & Whitney,PW1525G,"TALON X, Block-C",TF,11.05,38.67,108.53,0.79,0.65,0.23,0.08,26,20.5,10.4,6,0,0,1.8,16.7,0,0,0.1,0.1,3.4,2,0.8,0.5,3.4,101.97,103.29,272,278.1,0.00122,0.00221
01P20PW183,Pratt & Whitney,PW1524G,"TALON X, Block-C",TF,11.05,38.67,108.53,0.79,0.65,0.23,0.08,26,20.5,10.4,6,0,0,1.8,16.7,0,0,0.1,0.1,3.4,2,0.8,0.5,3.4,101.97,103.29,272,278.1,0.00122,0.00221
01P20PW184,Pratt & Whitney,PW1521G,"TALON X, Block-C",TF,11.37,35.11,97.72,0.69,0.58,0.21,0.07,22.1,18.1,10.1,5.6,0,0,2.5,19.3,0,0,0.1,0.1,2.4,1.5,0.8,0.5,2.4,101.97,103.29,272,278.1,0.00122,0.00221
01P20PW185,Pratt & Whitney,PW1521GA,"TALON X, Block-C",TF,11.37,35.11,97.72,0.69,0.58,0.21,0.07,22.1,18.1,10.1,5.6,0,0,2.5,19.3,0,0,0.1,0.1,2.4,1.5,0.8,0.5,2.4,101.97,103.29,272,278.1,0.00122,0.00221
01P20PW186,Pratt & Whitney,PW1519G,"TALON X, Block-C",TF,11.64,32.28,87.96,0.62,0.52,0.19,0.07,19.6,16.6,9.8,5.3,0,0,3.3,21.4,0,0,0.1,0.2,1.7,1.2,0.8,0.4,1.7,101.97,103.29,272,278.1,0.00122,0.00221
01P20PW187,Pratt & Whitney,PW1919G,"TALON X, Block-C",TF,11.6,33.27,92.79,0.65,0.54,0.2,0.07,20,16.7,9.8,5.2,0,0,3.3,22.2,0,0,0.1,0.2,2,1.3,0.8,0.5,2,101.97,103.29,272,278.1,0.00122,0.00221
01P20PW188,Pratt & Whitney,PW1921G,"TALON X, Block-C",TF,11.36,35.76,100.3,0.71,0.59,0.21,0.07,22.2,18.1,10,5.5,0,0,2.7,19.8,0,0,0.1,0.1,2.6,1.6,0.8,0.5,2.6,101.97,103.29,272,278.1,0.00122,0.00221
01P20PW189,Pratt & Whitney,PW1922G,"TALON X, Block-C",TF,11.16,37.74,105.93,0.76,0.63,0.22,0.07,24.2,19.3,10.2,5.7,0,0,2.3,18.4,0,0,0.1,0.1,3.1,1.8,0.8,0.5,3.1,101.97,103.29,272,278.1,0.00122,0.00221
01P20PW190,Pratt & Whitney,PW1923G-A,"TALON X, Block-C",TF,11.16,37.74,105.93,0.76,0.63,0.22,0.07,24.2,19.3,10.2,5.7,0,0,2.3,18.4,0,0,0.1,0.1,3.1,1.8,0.8,0.5,3.1,101.97,103.29,272,278.1,0.00122,0.00221
01P20PW191,Pratt & Whitney,PW1923G,"TALON X, Block-C",TF,11.16,37.74,105.93,0.76,0.63,0.22,0.07,24.2,19.3,10.2,5.7,0,0,2.3,18.4,0,0,0.1,0.1,3.1,1.8,0.8,0.5,3.1,101.97,103.29,272,278.1,0.00122,0.00221
4PW072,Pratt & Whitney,PW2037,,TF,5.71,26.7,166.35,1.571,1.307,0.458,0.152,29.41,23.96,9.77,4.1,0.33,0.34,1.95,22.36,0.02,0.02,0.11,1.92,6,10.5,3,1,10.5,100.61,100.94,283.4,298.2,0.007,0.008
4PW073,Pratt & Whitney,PW2040,,TF,5.54,29.4,182.02,1.752,1.445,0.496,0.159,35.04,26.62,10.49,4.37,0.32,0.41,1.42,19.95,0.01,0.02,0.1,1.65,4.5,9.5,3.6,1,10.7,100.61,100.94,283.4,298.2,0.007,0.008
7PW077,Pratt & Whitney Canada,PW306A,Annular,MTF,4.5,20,26.87,0.3171,0.2641,0.0974,0.0422,20.08,19.26,11.87,4.26,2.27,2.51,7.11,36.35,0,0,0,4.36,2.6,0.8,0,0.2,3.9,98.39,99.49,284,300,0.0054,0.0144
7PW078,Pratt & Whitney Canada,PW306B,Annular,MTF,4.5,20,26.91,0.3171,0.2641,0.0974,0.0422,20.08,19.26,11.87,4.26,2.27,2.51,7.11,36.35,0,0,0,4.36,2.6,0.8,0,0.2,3.9,98.39,99.49,284,300,0.0054,0.0144
03P16PW192,Pratt & Whitney Canada,PW307A,TALON II,MTF,4.2,20.21,28.49,0.327,0.272,0.102,0.044,18.28,15.58,8.77,2.86,0.27,0.23,3.23,36.92,0,0,0,1.99,0.65,0.32,0,1.69,1.7,98.32,100.73,275,278,0.0024,0.0047
03P15PW193,Pratt & Whitney Canada,PW307D,TALON II,MTF,4.2,21.44,29.91,0.3545,0.2769,0.1115,0.0462,20.61,15.44,7.85,4.32,0,0.02,2.57,26.75,0,0,0,0.75,0.8,0.9,0,2,2,99.14,99.3,294,299,0.0096,0.0122
01P07PW145,Pratt & Whitney Canada,PW308A,Annular,MTF,4.1,20.4,30.71,0.3604,0.2991,0.1235,0.0445,16.74,14.06,8.03,3.65,0.83,1.06,4.08,38.21,0,0,0.02,6.62,15,15,2.5,1.7,15.1,99.42,103,280,296,0.0028,0.009
01P07PW146,Pratt & Whitney Canada,PW308C BS 1047,Annular,MTF,4.1,20.7,31.15,0.3669,0.3047,0.1237,0.0448,18.45,15.99,7.83,3.63,0.81,0.97,5.23,42.3,0.09,0.1,0.14,5.94,4.8,3.9,1.4,1.3,7.6,98.94,100.73,296,301,0.0088,0.0122
03P14PW194,Pratt & Whitney Canada,PW308C BS 1289,TALON II,MTF,4.1,21.07,31.15,0.37,0.307,0.116,0.049,19.1,14.96,6.8,3.53,0.5,0.57,4.18,37.05,0,0,0,0.39,6.6,6.8,2.2,5.7,8.2,98.32,100.73,275,278,0.0024,0.0047
1PW041,Pratt & Whitney,PW4056,,TF,4.7,29.3,252.4,2.449,1.981,0.647,0.188,32.5,24.6,11.6,5,0.08,0.14,0.9,11.6,0.11,0.17,0.25,0.66,14.3,,,,14.3,101.63,101.63,290,290,0.00053,0.00053
1PW042,Pratt & Whitney,PW4056,Reduced smoke,TF,4.7,29.3,249.1,2.342,1.93,0.658,0.208,28.1,22.9,11.6,4.8,0.44,0.57,2,21.86,0.06,0.01,0.13,1.92,7.8,,,,7.8,100.2,100.2,299,299,0.01,0.01
1PW043,Pratt & Whitney,PW4060,Reduced smoke,TF,4.5,32.4,266.9,2.647,2.085,0.703,0.213,32.8,24.7,12,4.9,0.37,0.51,1.78,20.32,0.1,0.03,0.14,1.66,8.3,,,,8.3,100.2,100.2,299,299,0.01,0.01
2PW060,Pratt & Whitney,PW4074,,TF,6.8,32.2,333.2,2.899,2.368,0.795,0.228,38.1,31.5,11,4.2,0.1,0.1,0.4,21,0.1,0.1,0.2,3.2,6.4,2.6,0.6,0,6.4,101.3,101.3,288,288,0.0063,0.0063
10PW096,Pratt & Whitney,PW4074D,Floatwall,TF,6.7,32.3,344.5,3.042,2.471,0.869,0.305,42.46,32.71,11.35,3.8,0.3,0.35,0.96,26.34,0.02,0.02,0.04,3.12,4.22,2.36,0.65,0.33,4.2,101.1,102.5,275.5,302.5,0.0033,0.0112
3PW063,Pratt & Whitney,PW4074D,,TF,6.7,31.76,333.2,2.949,2.416,0.81,0.239,42.35,34.48,11.88,3.81,0.23,0.25,0.64,34.34,0.03,0.05,0.08,5.07,,,,,3.38,101.06,101.56,292.8,302.6,0.0097,0.0112
2PW061,Pratt & Whitney,PW4077,,TF,6.7,33.2,343,3.019,2.452,0.816,0.232,39.8,32.5,11.3,4.2,0.1,0.1,0.4,20.2,0.1,0.1,0.2,3,7.4,3,0.6,0,7.4,101.3,101.3,288,288,0.0063,0.0063
10PW097,Pratt & Whitney,PW4077D,Floatwall,TF,6.6,33.3,355.7,3.172,2.562,0.892,0.31,44.68,34.05,11.63,3.81,0.29,0.34,0.86,24.8,0.02,0.02,0.04,2.82,4.9,2.57,0.66,0.34,4.9,101.1,102.5,275.5,302.5,0.0033,0.0112
8PW089,Pratt & Whitney,PW4084,,TF,6.4,36.2,369.6,3.411,2.689,0.875,0.242,45,35.5,12,4.4,0.1,0.1,0.4,18.73,0.1,0.1,0.2,2.7,10.5,4.8,0.8,0,10.5,101.3,101.3,288,288,0.0063,0.0063
10PW098,Pratt & Whitney,PW4084D,Floatwall,TF,6.2,36.3,385.9,3.557,2.809,0.954,0.322,51.39,37.78,12.27,3.99,0.28,0.32,0.66,21.12,0.02,0.02,0.04,2.16,7.51,3.37,0.68,0.36,7.5,101.1,102.5,275.5,302.5,0.0033,0.0112
10PW099,Pratt & Whitney,PW4090,Floatwall,TF,6,38.9,408.3,3.926,2.996,0.979,0.338,57.52,41.17,12.74,4.48,0.27,0.31,0.55,11.94,0.02,0.02,0.04,0.69,10.51,4.29,0.7,0.37,10.5,101.1,102.5,275.5,302.5,0.0033,0.0112
1PW044,Pratt & Whitney,PW4152,,TF,4.9,26.9,231.3,2.177,1.785,0.593,0.177,26.9,22.7,11.1,4.9,0.12,0.17,1.09,12.76,0.13,0.16,0.15,0.74,12.7,,,,12.7,101.63,101.63,290,290,0.00053,0.00053
1PW045,Pratt & Whitney,PW4152,Reduced smoke,TF,4.9,26.9,231.27,2.129,1.783,0.613,0.203,25.3,21.1,11.1,4.8,0.5,0.62,2.29,23.67,0.03,0.01,0.13,2.24,7,,,,7,100.2,100.2,299,299,0.01,0.01
1PW046,Pratt & Whitney,PW4156,,TF,4.7,29.3,252.4,2.449,1.981,0.647,0.188,32.5,24.6,11.6,5,0.08,0.14,0.9,11.6,0.11,0.17,0.25,0.66,14.3,,,,14.3,101.63,101.63,290,290,0.00053,0.00053
1PW047,Pratt & Whitney,PW4156,Reduced smoke,TF,4.7,29.3,249.1,2.342,1.93,0.658,0.208,28.1,22.9,11.6,4.8,0.44,0.57,2,21.86,0.06,0.01,0.13,1.92,7.8,,,,7.8,100.2,100.2,299,299,0.01,0.01
1PW048,Pratt & Whitney,PW4158,Reduced smoke,TF,4.6,30.7,258,2.481,2.004,0.682,0.211,30.2,23.7,11.8,4.8,0.4,0.54,1.88,20.99,0.09,0.02,0.14,1.78,8.1,,,,8.1,100.2,100.2,299,299,0.01,0.01
1PW049,Pratt & Whitney,PW4164,Floatwall,TF,5.2,31.24,284.68,2.626,2.179,0.754,0.21,38.57,31.66,14.1,4.03,0.69,0.79,1.86,26.67,0.03,0.04,0.16,4.46,3.3,2.4,0.6,0,3.3,101.3,101.3,273.5,273.5,0.0018,0.0018
7PW081,Pratt & Whitney,PW4164,Talon II,TF,5.2,30.1,284.68,2.668,2.2,0.766,0.24,23.87,18.66,11.88,4.99,0.19,0.18,2.84,17.73,0,0,0,0.37,12.5,10.5,0.6,0,12.5,101.4,102.3,279,282,0.0021,0.00355
9PW092,Pratt & Whitney,PW4164-1D,Talon IIB,TF,5.06,31.3,286.9,2.721,2.239,0.775,0.243,26.31,20.97,12.1,3.79,0.16,0.17,1.55,17.13,0,0,0.06,1.44,5.8,5.1,0.2,0,5.8,100.8,101.42,281.99,285.65,0.00362,0.00455
1PW050,Pratt & Whitney,PW4168,Floatwall,TF,5.1,33.1,302.48,2.836,2.327,0.798,0.221,42.39,33.91,14.66,4.15,0.72,0.74,1.75,23.51,0.03,0.04,0.15,3.29,4,2.6,0.7,0,4,101.3,101.3,273.5,273.5,0.0018,0.0018
5PW075,Pratt & Whitney,PW4168,Talon II,TF,5.1,31.84,302.5,2.884,2.363,0.809,0.25,26.9,20.2,12.1,5.2,0.1,0.2,2.4,15.9,0,0,0,0.2,12.7,11,0.6,0,12.7,101.4,102.3,279,282,0.0021,0.00355
9PW093,Pratt & Whitney,PW4168-1D,Talon IIB,TF,4.92,33.1,305.1,2.937,2.398,0.818,0.252,30.15,22.31,12.39,4.08,0.17,0.18,1.26,14.78,0,0,0.05,0.95,5.7,5.5,0.2,0,5.8,100.8,101.42,281.99,285.65,0.00362,0.00455
4PW067,Pratt & Whitney,PW4168A,Floatwall,TF,5.1,33.1,302.48,2.836,2.327,0.798,0.221,42.39,33.91,14.66,4.15,0.72,0.74,1.75,23.51,0.03,0.04,0.15,3.29,4,2.6,0.7,0,4,101.3,101.3,273.5,273.5,0.0018,0.0018
7PW082,Pratt & Whitney,PW4168A,Talon II,TF,5.1,31.84,302.5,2.884,2.363,0.809,0.25,26.9,20.2,12.1,5.2,0.1,0.2,2.4,15.9,0,0,0,0.2,12.5,11,0.6,0,12.5,101.4,102.3,279,282,0.0021,0.00355
9PW094,Pratt & Whitney,PW4168A-1D,Talon IIB,TF,4.92,33.1,305.1,2.937,2.398,0.818,0.252,30.15,22.31,12.39,4.08,0.17,0.18,1.26,14.78,0,0,0.05,0.95,5.7,5.5,0.2,0,5.8,100.8,101.42,281.99,285.65,0.00362,0.00455
12PW101,Pratt & Whitney,PW4060,Phase III,TF,4.7,29.7,266.9,2.567,2.036,0.696,0.206,31.74,25.03,11.91,3.72,0.58,0.49,2.04,44.46,0.08,0.06,0.1,11.63,8,5.6,0.4,0.1,8,101.9,102.55,173.21,279.79,0.002189,0.003801
12PW102,Pratt & Whitney,PW4062,Phase III,TF,4.6,31,275.8,2.725,2.125,0.718,0.21,34.36,25.98,12.17,3.78,0.61,0.5,1.93,42.61,0.08,0.07,0.09,10.86,8.5,6,0.5,0.1,8.5,101.9,102.55,173.21,279.79,0.002189,0.003801
9PW095,Pratt & Whitney,PW4170,Talon IIB,TF,4.86,33.8,311.4,3.019,2.45,0.833,0.255,31.4,22.84,12.49,4.18,0.18,0.18,1.17,14.04,0,0,0.05,0.83,5.6,5.6,0.2,0,5.8,100.8,101.42,281.99,285.65,0.00362,0.00455
1PW051,Pratt & Whitney,PW4256,,TF,4.7,29.3,252.4,2.449,1.981,0.647,0.188,32.5,24.6,11.6,5,0.08,0.14,0.9,11.6,0.11,0.17,0.25,0.66,14.3,,,,14.3,101.63,101.63,290,290,0.00053,0.00053
1PW052,Pratt & Whitney,PW4460,Reduced smoke,TF,4.5,32.4,266.9,2.647,2.085,0.703,0.213,32.8,24.7,12,4.9,0.37,0.51,1.78,20.32,0.1,0.03,0.14,1.66,8.3,,,,8.3,100.2,100.2,299,299,0.01,0.01
1PW053,Pratt & Whitney,PW4x50,Phase 3,TF,5,25.39,222.4,2.027,1.683,0.579,0.193,25.69,21.77,11.13,3.69,0.53,0.62,2.33,36.91,0.09,0.1,0.19,6.8,6.8,,,,6.8,102,102,270,270,0.0015,0.0015
1PW054,Pratt & Whitney,PW4x52,Phase 3,TF,5,26.32,231.3,2.127,1.757,0.6,0.198,27.02,22.54,11.41,3.77,0.52,0.6,2.15,34.54,0.08,0.1,0.17,6.02,7.3,4.9,0.5,0,7.3,102,102,270,270,0.0015,0.0015
1PW055,Pratt & Whitney,PW4x56,Phase 3,TF,4.8,28.37,249.1,2.351,1.912,0.643,0.208,30.44,24.24,11.97,3.93,0.48,0.56,1.89,29.96,0.08,0.09,0.16,4.75,8.5,5.8,0.6,0,8.5,102,102,270,270,0.0015,0.0015
1PW056,Pratt & Whitney,PW4x58,Phase 3,TF,4.8,29.49,258,2.482,1.993,0.665,0.213,32.51,25.22,12.25,3.99,0.44,0.53,1.82,28.08,0.08,0.09,0.15,4.29,9.1,6.3,0.6,0,9.1,102,102,270,270,0.0015,0.0015
5PW074,Pratt & Whitney,PW4X58,Talon II,TF,4.8,28.41,258,2.496,1.999,0.663,0.212,22.5,18,11.1,4.3,0.2,0.3,3.8,24.3,0,0,0,1.7,11.6,9,0.5,0,11.6,100,101.3,277,281,0.00268,0.00342
1PW058,Pratt & Whitney,PW4x62,Reduced smoke,TF,4.4,33.4,275.8,2.858,2.161,0.725,0.217,36.3,25.7,12.2,4.9,0.35,0.49,1.69,19.51,0.1,0.06,0.14,1.53,8.4,,,,8.4,100.2,100.2,299,299,0.01,0.01
7PW083,Pratt & Whitney,PW6122A,Talon II,MTF,4.8,25.7,98.31,1.047,0.86,0.304,0.109,17.04,13.4,5.95,3.08,0.74,0.72,3.99,24.68,0,0.001,0.001,0.006,4.55,4.35,1.32,1.55,4.55,100.8,102.7,270.5,281.2,0.00101,0.00237
7PW084,Pratt & Whitney,PW6124A,Talon II,MTF,4.8,28,105.87,1.169,0.939,0.325,0.114,21.03,15.85,6.88,3.58,0.68,0.81,3.69,25.19,0,0.002,0.001,0.002,5.16,4.71,1.32,1.51,5.16,100.8,102.7,270.5,281.2,0.00101,0.00237
1RR002,Rolls-Royce plc,RB211-22B,Package 1,TF,4.7,25,182.5,1.866,1.542,0.553,0.277,34.32,25.63,8.05,2.7,2.48,4.14,26.38,93.17,0.36,0.39,7.73,65.37,14.7,12.9,8,3.1,14.7,99.3,100.3,287,291,0.008,0.008
1RR003,Rolls-Royce plc,RB211-22B,Package 1,TF,4.7,25,182.5,1.877,1.546,0.566,0.225,37.33,26.89,8.18,2.86,0.78,1.68,20.65,88.99,0.15,0.25,5.96,67.75,22.6,19.8,12.3,4.8,22.6,99.6,102.2,275,287,0.0033,0.0077
1RR004,Rolls-Royce plc,RB211-524B series,Package 1,TF,4.5,28,218.5,2.383,1.939,0.693,0.272,47,33,9.75,3.53,1.83,2.82,20,82.2,0.52,0.4,4.98,50.6,17.9,13.5,2.7,0.9,17.9,99.3,100.3,287,291,0.008,0.008
1RR005,Rolls-Royce plc,RB211-524B series,Phase 2,TF,4.5,28.4,218.5,2.21,1.79,0.63,0.24,52.3,38.2,9.8,4.2,0.7,0.33,1.56,12.39,0.39,0.26,0.7,1.95,12.3,9.3,1.9,0.6,12.3,103,103,283,286,0.005,0.005
1RR006,Rolls-Royce plc,RB211-524C2,Package 1,TF,4.5,29.1,224.8,2.48,2.02,0.74,0.3,41.9,32.3,10.4,3.37,0.66,1.63,18.9,81,0,0.22,4.42,54.2,14.5,10.9,2.2,0.7,14.5,102,102,288,288,0.005,0.005
1RR007,Rolls-Royce plc,RB211-524D4,Package 1,TF,4.3,29.7,231.3,2.51,2.01,0.74,0.3,56.9,41,9.65,4.11,0.51,1.18,16.9,73.8,0,0.42,4.8,46.46,12.2,9.2,1.8,0.6,12.2,101,101,277,277,0.006,0.006
1RR008,Rolls-Royce plc,RB211-524D4,Phase 2,TF,4.3,30.22,231.3,2.34,1.91,0.65,0.26,59.35,43.01,10.63,4.41,1.24,0.34,1.56,9.3,0.59,0.26,0.7,1.41,12.2,9.2,1.8,0.6,12.3,103,103,283,286,0.005,0.005
1RR010,Rolls-Royce plc,RB211-524G,,MTF,4.25,32.1,253,2.62,2.08,0.7,0.26,58.71,40.54,9.56,4.63,0.59,0.43,1.01,13.74,0.39,0.27,0.37,0.89,3.03,3.62,1.82,0.21,3.9,101,101,283,286,0.006,0.006
